company_name,website,description,icp_fit,fit_reasoning,employee_count,type
Stockport Event Venues 1,https://www.stockporteventvenues1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 287 employees. Medium alignment to target ICP for hotel operators and RE.,945,hotel_operator
Stockport Event Venues 2,https://www.stockporteventvenues2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 363 employees. Medium alignment to target ICP for hotel operators and RE.,368,hotel_operator
Stockport Event Venues 3,https://www.stockporteventvenues3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 426 employees. Medium alignment to target ICP for hotel operators and RE.,302,hotel_operator
Stockport Inn Collection 2,https://www.stockportinncollection2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 370 employees. Medium alignment to target ICP for hotel operators and RE.,278,hotel_operator
Stockport Leisure Operators 3,https://www.stockportleisureoperators3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 288 employees. Medium alignment to target ICP for hotel operators and RE.,221,hospitality_re
Stockport Premier Hotels 4,https://www.stockportpremierhotels4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 185 employees. Medium alignment to target ICP for hotel operators and RE.,206,hospitality_re
Stockport Property Holdings 1,https://www.stockportpropertyholdings1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 471 employees. Medium alignment to target ICP for hotel operators and RE.,314,hotel_operator
Stockport Property Holdings 2,https://www.stockportpropertyholdings2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 499 employees. Medium alignment to target ICP for hotel operators and RE.,1002,hospitality_re
Stockport RE Partners 3,https://www.stockportrepartners3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 369 employees. Medium alignment to target ICP for hotel operators and RE.,318,hospitality_re
Stockport RE Partners 4,https://www.stockportrepartners4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 378 employees. Medium alignment to target ICP for hotel operators and RE.,312,hotel_operator
Trafford Boutique Stays 2,https://www.traffordboutiquestays2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 409 employees. Medium alignment to target ICP for hotel operators and RE.,1200,hotel_operator
Trafford Boutique Stays 5,https://www.traffordboutiquestays5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 313 employees. Medium alignment to target ICP for hotel operators and RE.,306,hospitality_re
Trafford Corporate Housing 4,https://www.traffordcorporatehousing4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 219 employees. Medium alignment to target ICP for hotel operators and RE.,76,hotel_operator
Trafford Corporate Housing 5,https://www.traffordcorporatehousing5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 182 employees. Medium alignment to target ICP for hotel operators and RE.,361,hospitality_re
Trafford Event Venues 1,https://www.traffordeventvenues1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 121 employees. Medium alignment to target ICP for hotel operators and RE.,334,hospitality_re
Trafford Event Venues 2,https://www.traffordeventvenues2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 253 employees. Medium alignment to target ICP for hotel operators and RE.,673,hospitality_re
Trafford Event Venues 4,https://www.traffordeventvenues4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 280 employees. Medium alignment to target ICP for hotel operators and RE.,231,hospitality_re
Trafford Hospitality Ltd 2,https://www.traffordhospitalityltd2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 496 employees. Medium alignment to target ICP for hotel operators and RE.,648,hospitality_re
Trafford Hospitality Ltd 4,https://www.traffordhospitalityltd4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 157 employees. Medium alignment to target ICP for hotel operators and RE.,350,hospitality_re
Trafford Hospitality Ltd 5,https://www.traffordhospitalityltd5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 208 employees. Medium alignment to target ICP for hotel operators and RE.,822,hotel_operator
Trafford Hotel Group 1,https://www.traffordhotelgroup1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 486 employees. Medium alignment to target ICP for hotel operators and RE.,1107,hotel_operator
Trafford Hotel Group 5,https://www.traffordhotelgroup5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 297 employees. Medium alignment to target ICP for hotel operators and RE.,1019,hotel_operator
Trafford Inn Collection 2,https://www.traffordinncollection2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 436 employees. Medium alignment to target ICP for hotel operators and RE.,116,hotel_operator
Trafford Inn Collection 5,https://www.traffordinncollection5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 83 employees. Medium alignment to target ICP for hotel operators and RE.,722,hospitality_re
Trafford Property Holdings 4,https://www.traffordpropertyholdings4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 109 employees. Medium alignment to target ICP for hotel operators and RE.,808,hotel_operator
Trafford RE Partners 1,https://www.traffordrepartners1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 252 employees. Medium alignment to target ICP for hotel operators and RE.,1071,hotel_operator
Wigan Boutique Stays 3,https://www.wiganboutiquestays3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 405 employees. Medium alignment to target ICP for hotel operators and RE.,332,hospitality_re
Wigan Boutique Stays 4,https://www.wiganboutiquestays4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 200 employees. Medium alignment to target ICP for hotel operators and RE.,473,hospitality_re
Wigan Corporate Housing 4,https://www.wigancorporatehousing4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 128 employees. Medium alignment to target ICP for hotel operators and RE.,764,hospitality_re
Wigan Event Venues 4,https://www.wiganeventvenues4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 159 employees. Medium alignment to target ICP for hotel operators and RE.,441,hospitality_re
Wigan Hospitality Ltd 4,https://www.wiganhospitalityltd4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 213 employees. Medium alignment to target ICP for hotel operators and RE.,157,hospitality_re
Wigan Hotel Group 1,https://www.wiganhotelgroup1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 495 employees. Medium alignment to target ICP for hotel operators and RE.,111,hospitality_re
Wigan Hotel Group 2,https://www.wiganhotelgroup2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 484 employees. Medium alignment to target ICP for hotel operators and RE.,1078,hospitality_re
Wigan Hotel Group 5,https://www.wiganhotelgroup5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 387 employees. Medium alignment to target ICP for hotel operators and RE.,230,hospitality_re
Wigan Inn Collection 2,https://www.wiganinncollection2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 155 employees. Medium alignment to target ICP for hotel operators and RE.,489,hotel_operator
Wigan Inn Collection 3,https://www.wiganinncollection3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 249 employees. Medium alignment to target ICP for hotel operators and RE.,708,hospitality_re
Wigan Inn Collection 4,https://www.wiganinncollection4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 85 employees. Medium alignment to target ICP for hotel operators and RE.,857,hospitality_re
Wigan Leisure Operators 1,https://www.wiganleisureoperators1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 67 employees. Medium alignment to target ICP for hotel operators and RE.,1048,hotel_operator
Wigan Premier Hotels 1,https://www.wiganpremierhotels1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 409 employees. Medium alignment to target ICP for hotel operators and RE.,333,hotel_operator
Wigan Premier Hotels 3,https://www.wiganpremierhotels3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 439 employees. Medium alignment to target ICP for hotel operators and RE.,1199,hotel_operator
Wigan Premier Hotels 4,https://www.wiganpremierhotels4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 189 employees. Medium alignment to target ICP for hotel operators and RE.,461,hotel_operator
Wigan Premier Hotels 5,https://www.wiganpremierhotels5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 193 employees. Medium alignment to target ICP for hotel operators and RE.,804,hotel_operator
Wigan Property Holdings 5,https://www.wiganpropertyholdings5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,MEDIUM,Strong presence in Manchester hospitality sector with 261 employees. Medium alignment to target ICP for hotel operators and RE.,362,hotel_operator
Wigan RE Partners 3,https://www.wiganrepartners3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,MEDIUM,Strong presence in Manchester hospitality sector with 227 employees. Medium alignment to target ICP for hotel operators and RE.,674,hotel_operator
Bolton Hotel Group 1,https://www.boltonhotelgroup1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 72 employees. Partial alignment to target ICP for hotel operators and RE.,290,hotel_operator
Greater Manchester Boutique Stays 2,https://www.greatermanchesterboutiquestays2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 158 employees. Partial alignment to target ICP for hotel operators and RE.,414,hotel_operator
Greater Manchester Hospitality Ltd 2,https://www.greatermanchesterhospitalityltd2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 248 employees. Partial alignment to target ICP for hotel operators and RE.,949,hospitality_re
Greater Manchester RE Partners 5,https://www.greatermanchesterrepartners5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 286 employees. Partial alignment to target ICP for hotel operators and RE.,1145,hotel_operator
Manchester Boutique Stays 2,https://www.manchesterboutiquestays2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 253 employees. Partial alignment to target ICP for hotel operators and RE.,454,hospitality_re
Manchester Corporate Housing 3,https://www.manchestercorporatehousing3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 497 employees. Partial alignment to target ICP for hotel operators and RE.,1075,hotel_operator
Manchester Hotel Group 4,https://www.manchesterhotelgroup4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 198 employees. Partial alignment to target ICP for hotel operators and RE.,362,hotel_operator
Manchester Inn Collection 5,https://www.manchesterinncollection5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,LOW,Strong presence in Manchester hospitality sector with 57 employees. Partial alignment to target ICP for hotel operators and RE.,723,hotel_operator
Old Trafford Hotel Group 3,https://www.oldtraffordhotelgroup3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,LOW,Strong presence in Manchester hospitality sector with 406 employees. Partial alignment to target ICP for hotel operators and RE.,304,hospitality_re
Rochdale Leisure Operators 1,https://www.rochdaleleisureoperators1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 185 employees. Partial alignment to target ICP for hotel operators and RE.,256,hotel_operator
Rochdale Property Holdings 5,https://www.rochdalepropertyholdings5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,LOW,Strong presence in Manchester hospitality sector with 299 employees. Partial alignment to target ICP for hotel operators and RE.,109,hospitality_re
Salford Premier Hotels 1,https://www.salfordpremierhotels1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 306 employees. Partial alignment to target ICP for hotel operators and RE.,1031,hotel_operator
Salford RE Partners 2,https://www.salfordrepartners2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,LOW,Strong presence in Manchester hospitality sector with 401 employees. Partial alignment to target ICP for hotel operators and RE.,192,hospitality_re
Salford RE Partners 4,https://www.salfordrepartners4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,LOW,Strong presence in Manchester hospitality sector with 305 employees. Partial alignment to target ICP for hotel operators and RE.,651,hospitality_re
Stockport Premier Hotels 3,https://www.stockportpremierhotels3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 186 employees. Partial alignment to target ICP for hotel operators and RE.,25,hospitality_re
Trafford Boutique Stays 4,https://www.traffordboutiquestays4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 306 employees. Partial alignment to target ICP for hotel operators and RE.,304,hospitality_re
Trafford Leisure Operators 1,https://www.traffordleisureoperators1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 383 employees. Partial alignment to target ICP for hotel operators and RE.,1195,hotel_operator
Trafford Property Holdings 1,https://www.traffordpropertyholdings1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 207 employees. Partial alignment to target ICP for hotel operators and RE.,74,hospitality_re
Trafford Property Holdings 5,https://www.traffordpropertyholdings5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,LOW,Strong presence in Manchester hospitality sector with 482 employees. Partial alignment to target ICP for hotel operators and RE.,781,hospitality_re
Trafford RE Partners 5,https://www.traffordrepartners5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 50 employees. Partial alignment to target ICP for hotel operators and RE.,683,hospitality_re
Wigan Event Venues 1,https://www.wiganeventvenues1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,LOW,Strong presence in Manchester hospitality sector with 181 employees. Partial alignment to target ICP for hotel operators and RE.,461,hotel_operator
